Gene.Name.Corresponding.To.Protein	LFQ.intensity.ERp_A_103	LFQ.intensity.ERp_A_104	LFQ.intensity.ERp_A_110	LFQ.intensity.ERp_A_123	LFQ.intensity.ERp_A_137	LFQ.intensity.ERp_A_138	LFQ.intensity.ERp_A_143	LFQ.intensity.ERp_A_144	LFQ.intensity.ERp_A_164	LFQ.intensity.TNBC_10	LFQ.intensity.TNBC_107	LFQ.intensity.TNBC_108	LFQ.intensity.TNBC_12	LFQ.intensity.TNBC_153	LFQ.intensity.TNBC_178	LFQ.intensity.TNBC_188	LFQ.intensity.TNBC_203	LFQ.intensity.TNBC_21
CCDC56	19.43145	16.72322	19.85122	19.6165	19.28688	16.56438	20.16877	19.64179	19.56238	20.06763	19.87167	18.95524	21.23158	17.80404	19.49627	19.32854	17.84806	19.56255
DLD	19.19131	16.37719	20.38827	20.34245	18.90272	16.11723	19.27837	20.15832	20.12376	17.44621	20.04713	20.09378	18.58681	19.81633	19.12639	20.38279	20.85232	20.8137
HADHB	19.44845	16.62492	20.78485	20.74747	19.44883	19.2219	16.72521	21.17035	20.43023	19.72121	21.4066	20.93754	21.04453	19.19612	20.21881	22.73597	21.77258	21.29496
LTF	25.04302	19.55761	20.36132	16.63268	15.8102	18.96274	25.86672	20.04554	21.30246	21.56183	23.0577	20.92238	22.73822	18.41175	23.11875	16.87304	21.68102	25.48222
ITIH4	19.1811	18.93572	20.14358	16.63651	16.5973	19.63354	18.06076	19.95276	18.69592	18.27635	21.02486	19.28406	18.62703	19.02883	20.28139	19.4299	19.47409	17.30679
COL12A1	25.17817	21.79903	23.6698	22.81798	20.41535	22.46066	24.77726	16.36626	21.45834	22.75144	21.4496	20.44435	22.30661	22.64665	22.32369	19.6972	20.58848	22.79674
ASAH1	20.35735	19.15741	21.73649	22.36666	22.92227	16.29413	20.2175	22.05199	21.69145	17.12255	16.66348	19.76038	22.19156	18.35367	15.63504	20.38606	18.44601	18.71331
CD44	18.55716	16.25053	19.0146	19.52081	19.43106	19.21928	19.10541	19.44158	18.4437	15.03244	19.60547	19.90435	16.65118	19.01001	19.99686	19.6498	19.75949	19.18124
CDC42	19.40705	16.28169	18.33044	19.32832	19.4576	17.48238	18.6682	19.32301	18.7859	15.43803	20.1994	20.88881	16.85745	19.94392	16.97365	19.81127	19.65349	17.19277
HBXIP	19.03743	16.87563	18.68538	18.62817	19.07538	16.59364	19.83596	19.44708	18.49822	18.3055	19.72489	20.07783	18.50389	18.96739	18.70584	19.29044	17.10611	16.94822
RHOC	16.25831	16.54902	20.30841	20.66796	20.10687	19.32045	19.67159	19.95504	18.3587	17.56383	19.01195	19.59882	16.40451	19.21767	16.24956	19.83328	19.4756	19.19306
GSTO1	19.46002	19.96888	18.9646	17.81616	19.50839	17.15021	20.27991	20.47378	20.25061	20.556	21.08952	21.07392	21.05881	20.07601	21.05351	20.38743	19.80174	20.53041
NARS	18.97701	20.24307	17.81903	20.10764	16.22055	16.85835	20.34321	19.85767	19.63332	19.09792	18.78315	20.6796	19.58099	19.33095	20.32202	19.11761	19.56335	20.15091
APOA2	19.92455	16.71076	20.70843	17.82171	19.84834	20.67866	18.7496	20.85833	20.37284	16.99986	20.93193	21.09107	21.18314	20.34093	16.61689	18.41588	19.89198	19.89689
HEXB	20.71356	16.71617	19.79214	19.41596	18.78459	17.9003	20.71959	19.96325	20.09777	17.11408	19.6184	18.9841	16.67307	16.46541	20.59623	20.31606	18.45543	20.02526
SNRNP70	19.50236	18.9533	16.52068	19.48946	20.79646	17.41512	19.6416	19.29457	19.78386	20.21086	18.52623	20.89645	20.44294	19.89993	19.06613	19.71503	19.53306	20.93171
STMN1	16.90924	22.60723	16.83487	18.6374	21.61589	17.90862	21.09931	20.10418	21.42588	22.70227	20.79273	22.90459	20.8963	22.03829	22.14805	22.4025	23.503	21.15604
PGM1	19.46372	18.58897	21.44683	19.08091	19.0261	18.46695	19.19952	20.17524	18.70806	16.28076	18.71937	18.80559	19.20643	19.78606	18.90833	19.56484	19.22213	20.92767
GALK1	18.79395	20.30753	17.41889	19.45159	19.39257	18.97989	19.39684	19.32131	20.69081	17.42431	15.87149	19.28794	17.76351	19.57602	20.11604	19.49144	18.62346	16.66294
RAD23B	17.68175	16.85274	18.23692	18.44847	18.03252	18.02204	18.14006	18.9217	18.39176	15.74526	16.69805	18.54819	19.19516	18.2582	18.31296	18.34633	17.99788	19.29251
KARS	18.73119	17.67031	19.24191	20.49414	19.09285	18.99109	19.31469	18.71394	19.84583	17.50603	18.85893	19.47489	16.72374	18.94034	19.36474	19.59386	20.92694	17.01291
APM2	22.21611	22.22432	22.8138	14.63296	22.68402	21.43949	22.61117	24.42784	20.44869	16.71654	20.21596	16.96192	22.77477	20.71255	19.80718	21.99248	16.71999	15.42693
DAK	20.88114	20.31783	19.55442	21.47655	21.64654	16.54992	21.57704	21.93009	22.09475	20.52602	20.05232	19.59883	19.77892	18.53446	19.18083	22.1871	15.40237	19.97099
SELH	18.3297	18.30073	17.96246	18.41526	18.09393	18.50242	19.33438	19.29069	19.93445	19.2107	17.28882	19.37003	18.98837	19.37203	19.89051	19.08236	16.99932	19.76652
ANP32B	18.4207	19.26588	17.95707	21.67025	18.85288	15.4944	19.48345	19.30401	18.9912	21.24951	21.02776	21.61374	19.1841	18.93899	18.71572	19.06884	18.91082	18.7383
RCN3	21.55586	21.68693	20.97624	19.0988	19.42978	19.65104	20.20717	17.98487	20.31683	21.38774	20.55046	19.83978	19.54847	21.24127	19.88013	19.36562	20.39027	21.91714
RBM14	19.95589	19.97799	20.2841	21.12022	21.71871	16.2796	19.77035	20.6536	20.14694	21.04033	16.29121	21.26161	21.77306	21.53012	19.2912	18.44257	20.7649	21.75752
CPNE1	21.35993	20.97519	19.06063	20.9878	20.99817	21.35762	20.1493	20.06039	20.53915	19.7715	20.12591	19.38309	19.25845	20.53583	19.99231	15.95517	19.35068	18.8209
NIPSNAP1	16.20012	21.68492	21.10354	19.65522	20.18168	18.52734	20.49824	20.19147	16.37355	18.1681	19.67003	20.28127	19.44093	20.84476	21.02898	20.07326	20.78907	18.09553
C9orf142	19.324	19.99479	16.71427	19.25403	19.98801	19.01212	20.12035	20.4707	20.11286	15.59483	19.40085	19.48707	20.43033	19.29834	19.41274	19.46959	19.20927	19.73446
RCC2	20.49668	21.0779	20.01291	20.72925	19.77117	20.13019	16.15956	20.9008	20.70481	21.19958	19.52552	21.74288	21.33527	21.02729	21.45458	20.28951	20.80546	20.72542
DPP7	18.91815	16.3119	20.00182	19.18481	15.81153	18.98826	20.89519	22.57914	18.38051	19.72999	20.2012	19.88527	20.30352	18.52509	19.14535	19.94721	16.91672	19.67504
SNRPB	19.31544	17.56112	19.94449	20.82096	20.72659	21.09783	20.1767	20.63795	16.53162	20.02945	19.4983	20.70421	19.3225	20.34657	19.55869	20.97841	20.28173	20.49911
TSN	20.10738	16.67971	19.4017	20.16717	21.41705	16.23499	20.6844	21.2912	19.83929	19.1685	19.48807	20.49863	19.99369	20.74049	20.44758	21.13207	21.7782	20.76579
CPSF6	18.78753	19.41592	16.10369	20.02405	20.22517	19.10991	18.84876	18.26339	20.05444	19.60603	17.98014	20.1135	19.43172	19.45113	18.37852	18.35836	18.51618	20.19689
CSNK2A1	19.70421	15.54151	19.19487	20.15536	19.0954	17.34392	19.42888	19.36997	15.69862	15.62736	18.91914	19.36498	17.35363	20.06579	16.60765	19.65976	19.43376	17.27631
PSMC3	19.25652	19.97547	17.63087	16.22599	18.338	16.44828	18.93163	18.31021	18.86822	18.34495	17.96132	19.16558	18.08447	19.28234	20.20979	19.73856	20.06802	18.08607
ACADVL	19.95177	17.82217	21.20252	20.3229	20.26968	16.7287	19.53121	19.38671	19.44817	18.50444	20.59787	19.92186	19.02475	19.43746	19.42208	20.9094	20.52172	18.82417
EHD2	21.90929	22.01862	23.76961	21.25943	23.31188	23.77173	21.73744	20.66266	17.84178	16.48007	22.44481	19.4291	20.88062	17.35888	18.65347	17.07567	19.62428	15.79357
GPD1	19.85494	21.47764	22.69434	19.08208	20.85536	21.43191	20.11172	19.95106	16.32313	16.70511	20.46842	17.89664	20.81363	14.83214	16.50654	18.2176	19.14422	19.33414
C6orf108	18.87003	16.25231	19.31121	19.97785	20.5285	20.66518	18.83245	20.5286	20.17524	19.83723	19.1718	20.62729	19.75488	17.91736	19.14328	19.9566	18.75111	18.70307
SNAP23	20.12881	20.58197	18.62417	19.04033	18.82488	19.05179	20.42101	18.84172	20.22682	20.24179	19.83428	19.40761	20.75442	19.53928	20.06079	18.99328	18.76357	20.38638
RYR2	21.57325	24.03154	22.21842	22.88961	22.31072	23.33634	16.29156	22.14957	18.69578	22.46954	25.06829	23.74684	19.8532	23.17065	22.82128	22.82209	21.85159	22.79046
CA1	23.30869	17.35576	23.42547	19.5715	22.78359	20.75287	22.04327	23.57404	22.19325	15.57	25.64058	22.4388	22.68581	15.80634	20.59978	20.05696	21.50736	15.98279
ORM1	20.86106	16.5234	22.44088	16.74343	21.52659	21.72713	20.91882	22.72561	21.24847	17.88766	22.46961	21.041	17.36453	20.56235	21.6091	20.84659	20.95603	17.04687
HMGN2	17.40723	18.34052	22.24621	17.33554	16.31497	17.02019	17.15244	23.11281	18.15056	19.78654	17.80707	20.13734	19.81905	17.69445	18.57747	18.89762	17.60899	18.43726
IGLC2	18.89569	16.44455	21.0279	21.22741	20.27662	20.20156	16.32203	21.93841	15.78407	20.4493	22.67668	21.51393	19.59892	20.69226	19.84934	20.10406	21.65303	21.14015
PABPC1	20.62319	16.02047	17.77661	21.87305	20.89711	16.63	20.61252	21.13452	20.17292	21.27923	20.88196	21.85962	21.22353	21.58302	21.51384	21.6293	22.76899	21.79871
AKR1B1	19.12449	20.43298	20.22952	18.67263	19.39603	18.84945	19.59532	18.96733	19.77952	20.22376	19.52275	20.68003	20.30006	19.50912	19.33832	18.47718	18.82991	20.17109
LMNB1	18.2836	19.13406	18.4714	21.24173	19.3469	20.56067	19.27034	19.7377	19.48944	19.20388	19.1452	20.12767	20.30039	18.40391	19.70978	19.30135	19.0789	19.78497
AGA	20.33527	16.16905	16.45572	17.55951	21.19514	20.79511	20.1149	20.26499	21.62721	17.46156	19.79402	18.08561	20.28444	18.73559	16.65387	16.64752	17.1437	17.32249
AHCY	21.6584	22.2715	16.41343	22.42767	21.0673	16.54361	20.60422	22.09832	22.58793	20.29109	16.22461	21.85818	21.21353	20.39268	19.79119	22.07441	22.244	22.8943
PSMB3	20.54661	16.9562	20.66154	20.84652	20.89267	16.12788	20.52974	20.91641	20.03134	19.21117	20.74074	20.8926	19.37465	20.52564	20.57653	21.25908	20.62881	19.03002
LYZ	19.04972	16.26276	21.61225	19.81077	20.2012	21.45523	19.14208	21.12282	20.00402	19.93106	22.20219	21.08589	20.14681	19.44053	20.05577	20.69659	19.88782	20.53136
RHOG	19.91576	21.03591	16.0059	18.67989	19.98287	16.0585	20.13094	19.56995	19.97057	19.69387	20.81972	21.7021	20.29255	19.83282	20.74312	19.73955	20.36517	18.7638
FKBP4	20.08135	20.15684	17.52091	21.26201	20.67633	19.05558	20.3738	22.02651	21.2953	21.06953	19.91657	19.92276	20.94063	20.69668	19.52198	20.31816	22.10479	21.28376
NUCB1	20.40187	16.16576	19.21691	20.01209	18.08228	16.1132	19.48269	20.06592	19.96649	17.69064	20.05484	19.11639	20.78077	19.97603	19.52774	20.1952	19.79348	20.23058
UBXN1	19.56171	19.59485	19.30661	19.46931	20.42122	20.08693	19.11863	19.79638	19.59109	19.68948	19.73937	20.15968	19.87662	19.3918	19.31126	20.17804	19.18643	20.17451
COL14A1	21.96596	23.20826	21.77266	24.42246	20.02769	24.18609	21.64333	17.57215	19.85358	23.58921	23.308	18.33516	18.34434	20.32213	19.04105	17.5651	16.32964	21.66323
TWF1	20.19677	20.33593	19.71018	18.58325	18.70455	17.15506	20.58353	19.24523	19.80878	19.25983	19.49178	19.5493	19.98315	19.32624	20.29221	19.28803	19.76775	19.26213
MAPRE1	19.46525	20.56328	19.15457	19.83717	19.97057	16.37365	19.62519	19.92596	15.72895	18.92524	19.33187	21.7921	19.82937	20.72484	18.8087	19.90058	19.76349	20.04046
KIAA1967	18.76186	17.50516	18.30144	20.52057	20.123	16.42894	19.45433	20.54236	20.39414	19.53875	15.90069	19.26582	20.49941	19.72504	19.40923	20.54066	19.07287	19.70809
PGM2	19.08049	21.14675	19.40676	20.07822	19.20268	14.57548	19.18971	20.95893	20.31507	20.2214	18.81847	19.54538	20.94564	18.46615	18.51742	19.56173	20.28839	20.89512
ARPC5L	19.44688	16.84436	19.88596	18.53374	20.52535	18.10421	19.50271	19.35318	20.86151	18.05378	19.53888	19.17414	18.56108	19.34653	19.03325	19.59527	18.59401	18.16192
EFHD1	20.20024	20.16398	20.14495	20.4245	19.17329	18.26993	19.93116	21.34093	20.65009	20.1784	16.76643	20.82408	20.36773	17.67955	16.83139	20.3756	20.59277	18.5397
SAR1A	19.17736	16.28095	19.47951	19.11967	18.63052	19.05571	19.00385	18.51333	18.22844	18.32764	19.05364	18.62253	19.01506	18.98635	18.77004	19.20538	18.72171	19.6523
SEPT9	20.24354	21.72021	16.25634	21.98245	20.84368	17.39343	22.02823	21.98398	21.32861	20.84965	21.59664	22.40603	21.84384	20.97155	20.13596	22.03009	21.70856	21.28935
UFC1	19.85374	16.41245	19.42171	19.42181	20.22376	19.85076	19.40356	19.88393	19.94592	19.32001	19.99314	21.14002	20.27002	19.33481	18.87081	20.88651	18.96888	20.2111
HN1	20.15758	20.40904	19.23627	19.10103	16.80513	16.96897	19.65468	18.92387	20.63476	20.30886	20.17207	21.36357	20.61935	22.0479	21.13038	21.85171	21.10687	22.43787
RPS27L	19.29872	18.68435	20.24214	20.07535	20.36602	20.72251	19.09666	20.97274	15.76101	19.03171	20.42511	21.55992	20.3792	19.23694	20.09738	20.07901	19.26183	19.40304
SEPT11	19.49923	19.52292	19.58864	19.72712	19.21255	21.05484	18.27937	19.31628	19.40341	17.29684	19.47054	19.19835	20.28207	18.99888	19.02864	19.44445	19.31889	19.25974
CYB5B	20.23643	21.05219	20.74616	20.56505	21.75001	20.46463	20.16337	20.13621	15.95992	15.89842	20.59714	20.41545	15.56499	21.03966	21.89004	21.0732	19.63548	16.75039
TRA2B	18.35552	21.7078	18.30332	20.06526	19.74306	19.84564	16.60844	20.5344	19.1835	19.32983	16.47456	19.46004	18.5845	19.95518	18.44948	19.44154	19.00917	20.67288
DUT	17.76655	19.24437	17.48723	17.24878	19.15153	15.36963	17.05293	19.09463	18.07833	17.93041	19.7008	18.74882	18.91986	17.7457	20.53288	17.1137	19.00374	20.63094
PCMT1	19.31303	20.99928	22.40665	20.22776	21.76442	19.78453	21.99814	21.85102	20.99286	17.30127	21.0069	21.26201	21.40697	22.90117	19.73394	21.99359	21.78401	21.81863
DDX3X	20.09481	19.5465	19.06326	21.0458	20.41059	16.50581	18.98593	19.75305	20.64702	20.52946	19.28231	20.99597	20.40831	20.87987	20.53517	21.02249	21.24249	21.71058
PFDN6	18.84488	16.80861	17.56108	18.53298	18.461	16.97985	19.31531	18.69754	19.25543	18.98273	18.51032	19.53241	18.71609	20.09417	19.96282	20.14021	19.87225	17.81303
LYPLA1	20.70927	17.1936	19.41856	19.34373	20.75711	19.0687	20.34039	21.0193	19.27232	17.21212	19.99507	19.65066	21.43456	20.14482	19.93488	20.16877	21.08349	19.43463
VAPB	20.55983	20.049	20.26178	21.0155	19.90458	19.45691	19.74286	19.55003	19.50887	20.07757	20.45332	17.83115	20.10815	20.81363	19.65653	21.48153	20.51644	19.69265
F13A1	21.88985	22.76998	21.37576	20.71783	21.09487	21.53735	21.76907	20.24284	15.68527	16.63504	22.67904	21.60019	19.61865	20.59678	21.79388	21.06474	20.45563	19.44932
GOT2	20.81558	15.30745	21.75487	22.59307	21.18532	21.13502	16.31855	22.24748	21.7982	18.79972	20.997	20.21857	22.47588	20.41741	18.35836	19.67986	20.07666	21.92976
PARP1	20.05338	17.07098	20.0458	21.03785	20.52698	22.86878	20.14507	16.08157	20.82159	21.61045	21.16165	20.42532	21.26654	19.7569	20.12742	21.11356	21.22993	21.72551
LTA4H	20.2247	19.2976	19.29224	19.21885	20.26705	15.65352	20.40218	21.54477	19.72725	21.69583	21.20305	21.34262	21.33707	20.20371	20.47318	20.34191	20.62507	21.98964
ESD	20.48503	20.71507	16.47217	18.15896	21.44071	20.61036	20.88323	20.96853	19.06242	16.29438	19.65456	19.86209	21.213	19.55257	19.55037	20.49179	18.3177	21.05417
PRKAR2A	19.5212	19.68637	21.00929	20.10393	20.08044	20.49482	19.97225	20.46603	19.04788	18.94798	19.1314	19.80876	20.40166	19.1184	19.13649	19.6699	19.60453	19.58813
HIST1H1D	21.21199	20.22329	16.73466	20.56923	21.27082	20.14818	16.00754	19.85256	21.24957	24.11577	22.28746	23.47951	23.84431	20.85072	20.42583	20.94314	21.0436	22.29353
HK1	19.63195	15.28385	18.69788	20.79693	19.69973	17.13317	19.69163	21.35332	19.56294	18.76791	19.90798	19.62223	18.53431	17.01549	19.09068	20.27492	19.86627	19.86464
IVD	16.09268	17.44765	19.91992	20.18942	19.94535	22.75436	16.60587	19.48792	20.63989	16.94118	19.4843	18.87804	20.07169	18.68534	18.81478	16.15883	19.02645	19.0616
ATIC	20.06842	19.2413	19.04724	21.70531	21.25148	18.81337	21.35708	21.55922	20.986	19.38313	20.66614	20.6206	20.46812	20.90991	20.52487	19.70214	20.1061	21.08239
LSP1	20.43847	17.2155	16.6848	18.39824	18.61353	18.89256	19.98315	19.84772	20.46702	20.1182	20.8053	21.73723	21.17048	21.26104	21.17907	20.97029	20.10572	20.96691
ATP5C1	19.65887	20.49443	21.84942	20.3083	20.21383	19.94906	17.3863	21.55763	20.62212	18.79497	19.65547	19.53186	19.16565	15.93712	21.44814	21.76024	20.94614	19.11513
RANBP1	19.15445	20.6543	16.43809	19.54189	19.86894	14.76186	20.93049	19.46692	20.45212	20.79717	19.59481	20.52784	19.98384	20.77804	21.46777	20.55028	20.07104	22.09529
BLVRA	20.30463	19.38406	20.0696	20.26442	21.3713	20.74172	20.72725	21.38553	20.65814	17.73666	19.53292	18.61238	21.10681	19.48699	20.25822	19.5733	18.70917	18.9915
ATP5E	18.80269	14.92608	19.50337	18.85002	19.19241	17.50624	19.37093	20.57358	18.92158	19.33854	19.37159	19.25566	17.08098	18.99278	19.07804	19.44306	18.40308	19.46084
S100A10	20.0494	20.63538	21.86056	18.79325	21.69247	21.3208	20.50281	21.9235	18.85179	17.10057	20.88002	19.19311	21.12496	20.09982	18.41435	19.04054	20.26453	20.26511
GNG5	19.56072	18.9018	14.84495	19.72717	19.3679	19.87569	18.54619	19.0821	19.74077	19.77042	19.32444	19.59629	20.39498	20.22412	19.80466	19.96226	19.82327	21.70582
DPT	21.16962	17.35303	22.38464	21.44975	22.55985	23.70366	23.24442	16.9323	21.5574	20.57699	21.18966	21.30586	21.67168	22.77459	20.35681	20.75328	19.55891	20.70405
RBBP4	19.4254	19.56588	20.60702	20.25338	20.42562	16.86746	19.81614	19.6509	20.45312	20.36986	19.86354	21.27464	20.29939	21.03638	20.10188	20.60159	20.64121	20.41823
ILF3	21.02174	20.90544	15.76448	21.77953	20.51297	16.51255	22.38474	22.1728	21.23222	21.44516	20.00415	22.25816	22.808	22.21475	20.57385	20.7054	22.20434	23.10271
MVP	19.93632	19.16877	21.05577	21.36975	20.85536	21.22435	18.82299	20.71465	16.03889	19.83924	21.2217	21.09668	21.45378	19.07345	22.28215	19.7536	20.05391	20.69583
UBE2V2	20.25649	20.51181	20.13871	18.11273	20.21395	19.85079	20.97953	20.70632	20.75784	20.86876	20.853	20.85247	21.29249	20.90205	16.51332	21.13326	19.83758	21.1399
DDRGK1	19.88899	16.61226	19.28367	19.17636	19.71013	19.52442	19.60119	19.39588	19.01476	19.53083	20.06763	20.14221	19.98663	20.10149	16.84816	19.31648	19.4297	20.39079
BOLA2	20.21146	21.06125	20.88956	21.36448	20.67202	21.53597	19.71492	21.06743	20.92651	20.67556	20.78157	22.78465	21.69715	20.67504	20.44202	21.09281	20.65009	21.63733
CHTOP	19.05502	20.07248	19.1887	19.34154	20.9465	18.52696	19.81408	20.17658	19.40237	20.58527	19.18561	21.41643	20.83152	19.41594	19.68101	19.26414	20.3218	20.2739
GMPPB	21.159	19.4157	19.77579	16.34509	19.22546	19.57293	21.2227	19.70479	15.82779	19.52254	20.95482	21.34001	19.62964	19.91869	16.40638	19.03085	20.07601	20.15882
COPG	20.11108	21.04853	16.82101	21.20955	19.90987	20.68646	20.37962	18.50827	19.52173	16.97837	19.11728	20.00648	17.88881	19.9607	19.72427	20.71925	19.31595	18.78912
AHSG	21.32345	21.03342	21.13402	16.22855	20.94578	22.27099	22.0315	21.04153	21.1225	20.88621	22.15292	22.36226	21.16754	22.52888	20.56793	18.7343	19.52644	21.3739
COL4A2	23.55333	24.97128	23.06191	23.77666	25.50637	26.53999	24.52241	21.9264	21.77169	23.46526	22.82879	22.29224	23.06385	23.26127	22.10502	21.22664	20.60187	22.87867
HUWE1	18.80927	17.10176	20.01781	19.87472	20.2162	19.68675	20.8459	19.69474	19.35048	21.95376	20.16595	20.51538	21.92846	18.79452	20.09146	19.72276	20.22105	20.97722
THY1	22.46638	21.15462	21.36517	21.02276	21.61513	21.53626	22.03019	21.43446	20.69625	20.43166	22.57738	20.64737	21.08258	22.70111	20.69719	21.32185	20.69787	21.06112
STARD10	20.72991	20.59496	20.60196	21.73929	21.05013	16.15758	22.1654	21.93074	21.51826	16.73202	17.53915	19.19602	16.23798	20.55647	16.56939	16.24029	17.2007	16.30867
TPSB2	23.68217	23.38087	23.27042	19.88101	24.07488	24.98681	23.17816	21.77439	21.2785	21.25678	22.67661	20.8485	20.16938	20.84843	17.46308	18.83238	16.43339	16.93053
CCT8	20.26408	20.67625	19.09875	22.31598	19.58956	16.88634	19.60377	21.16521	20.11984	20.93876	20.83931	22.14604	20.46074	21.58907	18.91786	21.49736	23.0907	22.02002
HDDC3	18.7715	16.62994	19.0978	17.998	19.16987	19.45523	19.25412	19.69101	20.08018	17.92202	15.76702	18.23902	17.10401	18.7873	16.23097	16.16613	15.83781	16.04132
SOD1	18.72561	16.59693	20.01971	19.06163	20.80923	20.06105	20.18156	21.7268	20.04713	16.46899	17.97214	19.62936	21.58164	20.50843	17.18736	17.65347	19.83636	20.13546
EIF1AY	20.15091	19.96888	20.46074	20.66804	20.4051	20.2314	20.62908	21.64641	20.14594	20.12237	20.69549	20.77892	20.38153	20.46891	20.15227	21.14308	19.17067	20.32092
NDUFS3	16.36358	17.34806	21.00696	19.88466	19.91698	18.93661	18.93327	20.3705	19.36023	18.56718	19.65269	20.16091	19.15135	19.88873	19.79592	20.34592	20.28861	17.83572
AGR2	25.07651	22.73707	22.56253	23.69062	21.53074	23.72546	23.59252	23.4288	22.94762	21.12073	17.22473	17.35699	23.11539	20.83684	16.2247	16.71419	18.58698	16.76054
HBD	22.1602	17.39538	23.30215	21.52425	22.33478	19.82515	20.15734	23.48824	22.03631	20.74049	25.53267	22.41898	23.72255	16.65235	20.72783	21.4315	20.47596	21.08187
AMBP	19.85895	17.06153	20.99245	20.66284	20.39205	20.7487	19.28528	20.33756	19.01484	15.44875	19.74335	18.51949	18.97469	19.67169	19.19931	19.08119	18.98918	18.77645
EIF2S1	20.56709	16.39036	20.09042	21.30112	20.0979	20.21229	21.20006	20.82827	20.53412	17.54284	21.11432	21.77149	21.35558	21.06566	21.16852	21.42696	20.97029	18.35147
APOA4	20.01645	19.69144	21.54581	18.90971	20.64922	17.02552	20.97155	20.429	20.83476	19.30001	20.94607	20.57893	19.05912	21.66401	20.42532	19.90613	17.14059	19.61773
CAPN1	21.22794	22.67291	20.73389	21.61764	21.48993	17.3931	21.18598	22.23515	20.91203	22.09745	21.00003	21.45081	20.77836	19.6147	20.86823	20.90551	21.06783	21.27053
SNRPA	20.99238	16.64836	17.4704	20.6383	21.14631	20.26408	21.11915	20.61036	20.71616	18.86813	20.52325	21.28088	21.61297	20.61522	20.55544	20.85536	20.40914	18.91199
FABP4	21.30408	19.64414	24.72328	21.30352	23.74632	22.33816	21.3309	22.80091	21.75695	18.43323	21.08641	20.08732	21.58293	20.93546	17.96308	20.71205	21.27452	19.50918
ATP5J	19.95886	17.1375	21.40613	18.71334	20.81746	19.9999	19.80444	21.28178	19.41495	18.88697	20.99769	20.82703	19.36931	19.75745	19.48385	19.9941	21.02655	19.22176
AZGP1	23.82094	20.66718	21.56155	21.35794	23.6084	22.72756	24.29271	20.61288	23.48456	23.39989	20.83144	19.66621	20.47576	21.60625	17.43233	16.79794	20.79804	20.08447
CANX	19.39417	19.38772	19.41254	21.82575	19.99686	16.92565	19.16644	18.99117	20.10213	19.04567	21.1194	20.91583	18.48211	15.33349	20.92673	20.381	23.46251	21.09584
PPP2R1A	21.17627	21.87027	20.09313	22.5023	20.39121	20.74755	22.08738	21.93463	21.67612	20.60612	19.95404	20.75458	20.67754	19.67072	19.96183	21.10546	20.60332	21.44496
